address_name,address_url,address_type,address_price,address_bedrooms,address_bathrooms,address_sqft
"394 Ainahou St, Honolulu, HI 96825",https://www.zillow.com/homedetails/394-Ainahou-St-Honolulu-HI-96825/622299_zpid/,House for sale,"$1,227,000.00",3 bds,2 ba,"1,761 sqft"
"311 Koko Isle Cir #804, Honolulu, HI 96825",https://www.zillow.com/homedetails/311-Koko-Isle-Cir-804-Honolulu-HI-96825/2078819374_zpid/,Townhouse for sale,"$1,085,000.00",2 bds,2 ba,"1,357 sqft"
"84-718 Fricke St, Waianae, HI 96792",https://www.zillow.com/homedetails/84-718-Fricke-St-Waianae-HI-96792/661500_zpid/,House for sale,"$479,900.00",3 bds,2 ba,"1,752 sqft"
"98-492 Kipaepae St #126, Aiea, HI 96701",https://www.zillow.com/homedetails/98-492-Kipaepae-St-126-Aiea-HI-96701/710907_zpid/,House for sale,"$799,000.00",3 bds,2 ba,"1,193 sqft"
"91-1067 Paapaana St, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-1067-Paapaana-St-Ewa-Beach-HI-96706/119093390_zpid/,House for sale,"$825,000.00",4 bds,3 ba,"1,821 sqft"
"66-135 Oliana Pl, Waialua, HI 96791",https://www.zillow.com/homedetails/66-135-Oliana-Pl-Waialua-HI-96791/656210_zpid/,House for sale,"$718,000.00",3 bds,2 ba,850 sqft
"92-1226 Palahia St APT CC201, Kapolei, HI 96707",https://www.zillow.com/homedetails/92-1226-Palahia-St-APT-CC201-Kapolei-HI-96707/72187450_zpid/,Condo for sale,"$458,000.00",3 bds,2 ba,980 sqft
"4711 Kahala Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/4711-Kahala-Ave-Honolulu-HI-96816/610633_zpid/,House for sale,"$4,800,000.00",11 bds,9 ba,"5,868 sqft"
"1808 Halekoa Dr, Honolulu, HI 96821",https://www.zillow.com/homedetails/1808-Halekoa-Dr-Honolulu-HI-96821/612734_zpid/,House for sale,"$1,860,000.00",4 bds,4 ba,"2,189 sqft"
"2947 Kalakaua Ave APT 703, Honolulu, HI 96815",https://www.zillow.com/homedetails/2947-Kalakaua-Ave-APT-703-Honolulu-HI-96815/82423586_zpid/,Condo for sale,"$149,000.00",Studio,1 ba,350 sqft
"1188 Bishop St STE 901, Honolulu, HI 96813",https://www.zillow.com/homedetails/1188-Bishop-St-STE-901-Honolulu-HI-96813/2114585084_zpid/,Condo for sale,"$54,900.00",1 bd,1 ba,400 sqft
"55-030 Kamehameha Hwy, Laie, HI 96762",https://www.zillow.com/homedetails/55-030-Kamehameha-Hwy-Laie-HI-96762/2077855301_zpid/,House for sale,"$1,199,000.00",6 bds,4 ba,"2,638 sqft"
"425 Ena Rd APT 502C, Honolulu, HI 96815",https://www.zillow.com/homedetails/425-Ena-Rd-APT-502C-Honolulu-HI-96815/2077830193_zpid/,Condo for sale,"$130,000.00",1 bd,1 ba,550 sqft
"5542 Poola St, Honolulu, HI 96821",https://www.zillow.com/homedetails/5542-Poola-St-Honolulu-HI-96821/614191_zpid/,House for sale,"$1,638,000.00",5 bds,5 ba,"2,586 sqft"
"99-919 Halawa Dr, Aiea, HI 96701",https://www.zillow.com/homedetails/99-919-Halawa-Dr-Aiea-HI-96701/713730_zpid/,House for sale,"$925,000.00",4 bds,3 ba,"1,740 sqft"
"2818 Laola Pl, Honolulu, HI 96813",https://www.zillow.com/homedetails/2818-Laola-Pl-Honolulu-HI-96813/591613_zpid/,House for sale,"$1,098,000.00",4 bds,2 ba,"1,536 sqft"
"Plan 3 - PO'OKELA Plan, Kealli'i By Gentry",https://www.zillow.com/community/kealli-i-by-gentry/2078812296_zpid/,New construction,"$990,800.00",4 bds,3 ba,"2,154 sqft"
"95-1034 Ainamakua Dr #17A, Mililani, HI 96789",https://www.zillow.com/homedetails/95-1034-Ainamakua-Dr-17A-Mililani-HI-96789/2079710864_zpid/,Townhouse for sale,"$539,888.00",3 bds,2 ba,"1,635 sqft"
"1517 Spreckels St APT A, Honolulu, HI 96822",https://www.zillow.com/homedetails/1517-Spreckels-St-APT-A-Honolulu-HI-96822/2091983062_zpid/,House for sale,"$895,000.00",3 bds,2 ba,"1,104 sqft"
"2500 Kalakaua Ave APT 503, Honolulu, HI 96815",https://www.zillow.com/homedetails/2500-Kalakaua-Ave-APT-503-Honolulu-HI-96815/82459328_zpid/,Condo for sale,"$250,000.00",1 bd,1 ba,915 sqft
"53 Kamehameha Hwy, Hauula, HI 96717",https://www.zillow.com/homedetails/53-Kamehameha-Hwy-Hauula-HI-96717/2109632467_zpid/,Lot / Land for sale,"$180,000.00",2.68 acres lot,,
"91-566 Aekai Pl, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-566-Aekai-Pl-Ewa-Beach-HI-96706/669457_zpid/,House for sale,"$1,848,888.00",4 bds,4 ba,"3,003 sqft"
"4300 Waialae Ave APT A203, Honolulu, HI 96816",https://www.zillow.com/homedetails/4300-Waialae-Ave-APT-A203-Honolulu-HI-96816/82466580_zpid/,Condo for sale,"$499,000.00",2 bds,2 ba,985 sqft
"2754 Kuilei St APT 2101, Honolulu, HI 96826",https://www.zillow.com/homedetails/2754-Kuilei-St-APT-2101-Honolulu-HI-96826/82423983_zpid/,Condo for sale,"$420,000.00",2 bds,2 ba,740 sqft
"1692 Lewalani Dr, Honolulu, HI 96822",https://www.zillow.com/homedetails/1692-Lewalani-Dr-Honolulu-HI-96822/593000_zpid/,House for sale,"$2,200,000.00",8 bds,6 ba,"4,370 sqft"
"1288 Kapiolani Blvd #S344W, Honolulu, HI 96814",https://www.zillow.com/homedetails/1288-Kapiolani-Blvd-S344W-Honolulu-HI-96814/2080956037_zpid/,Condo for sale,"$45,800.00",Studio,-- ba,160 sqft
"1453-2 Hunakai St #59, Honolulu, HI 96816",https://www.zillow.com/homedetails/1453-2-Hunakai-St-59-Honolulu-HI-96816/2078161798_zpid/,Townhouse for sale,"$649,000.00",2 bds,2 ba,"1,032 sqft"
"45-001 Kuhonu Pl, Kaneohe, HI 96744",https://www.zillow.com/homedetails/45-001-Kuhonu-Pl-Kaneohe-HI-96744/2081125760_zpid/,House for sale,"$3,490,000.00",6 bds,5 ba,"4,707 sqft"
"91-2102 Kanela St #M-84, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-2102-Kanela-St-M-84-Ewa-Beach-HI-96706/72208825_zpid/,House for sale,"$550,000.00",3 bds,3 ba,"1,276 sqft"
"59-005 Hoalua St, Haleiwa, HI 96712",https://www.zillow.com/homedetails/59-005-Hoalua-St-Haleiwa-HI-96712/2078325779_zpid/,House for sale,"$1,699,000.00",6 bds,4 ba,"3,059 sqft"
"640 Moaniala St, Honolulu, HI 96821",https://www.zillow.com/homedetails/640-Moaniala-St-Honolulu-HI-96821/617573_zpid/,House for sale,"$1,980,000.00",4 bds,4 ba,"3,511 sqft"
"3100 Wailea Alanui Dr APT 3, Kihei, HI 96753",https://www.zillow.com/homedetails/3100-Wailea-Alanui-Dr-APT-3-Kihei-HI-96753/304660076_zpid/,Condo for sale,"$3,825,000.00",3 bds,3.5 ba,"2,386 sqft"
"390 Makani Rd, Makawao, HI 96768",https://www.zillow.com/homedetails/390-Makani-Rd-Makawao-HI-96768/739615_zpid/,House for sale,"$897,000.00",3 bds,2 ba,"1,746 sqft"
"480 Kenolio Rd APT 15-105, Kihei, HI 96753",https://www.zillow.com/homedetails/480-Kenolio-Rd-APT-15-105-Kihei-HI-96753/71762443_zpid/,Condo for sale,"$369,000.00",2 bds,1.5 ba,750 sqft
"37 Hui Hui Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/37-Hui-Hui-Pl-Wailuku-HI-96793/111935879_zpid/,House for sale,"$2,375,000.00",2 bds,2 ba,"1,320 sqft"
"50 Puu Anoano St APT 2902, Lahaina, HI 96761",https://www.zillow.com/homedetails/50-Puu-Anoano-St-APT-2902-Lahaina-HI-96761/71766005_zpid/,Condo for sale,"$1,250,000.00",2 bds,2 ba,"1,728 sqft"
"213 Hakui Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/213-Hakui-Pl-Lahaina-HI-96761/758490_zpid/,House for sale,"$2,100,000.00",6 bds,5 ba,"4,963 sqft"
"348 Huaka St, Kihei, HI 96753",https://www.zillow.com/homedetails/348-Huaka-St-Kihei-HI-96753/756065_zpid/,House for sale,"$899,000.00",3 bds,2 ba,"1,056 sqft"
"61 Koula Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/61-Koula-Pl-Wailuku-HI-96793/55096475_zpid/,House for sale,"$690,000.00",3 bds,2 ba,"1,474 sqft"
"250 Hauoli St APT 211, Wailuku, HI 96793",https://www.zillow.com/homedetails/250-Hauoli-St-APT-211-Wailuku-HI-96793/80326775_zpid/,Condo for sale,"$449,000.00",2 bds,2 ba,952 sqft
"42 Maunaleo Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/42-Maunaleo-Pl-Wailuku-HI-96793/68132692_zpid/,House for sale,"$919,500.00",4 bds,3 ba,"2,279 sqft"
"960 Wailupe Dr, Wailuku, HI 96793",https://www.zillow.com/homedetails/960-Wailupe-Dr-Wailuku-HI-96793/743791_zpid/,House for sale,"$1,035,000.00",4 bds,3 ba,"2,367 sqft"
"32 Kuuhale Pl, Kahului, HI 96732",https://www.zillow.com/homedetails/32-Kuuhale-Pl-Kahului-HI-96732/51316299_zpid/,House for sale,"$729,000.00",3 bds,2.5 ba,"1,814 sqft"
"2600 Aina Mahiai St #35, Lahaina, HI 96761",https://www.zillow.com/homedetails/2600-Aina-Mahiai-St-35-Lahaina-HI-96761/2077783651_zpid/,House for sale,"$4,299,000.00",5 bds,4.5 ba,"3,550 sqft"
"2100 Helena Pl #5, Wailuku, HI 96793",https://www.zillow.com/homedetails/2100-Helena-Pl-5-Wailuku-HI-96793/2077783652_zpid/,House for sale,"$625,000.00",4 bds,2 ba,"1,159 sqft"
"3445 Lower Honoapiilani Rd #644, Lahaina, HI 96761",https://www.zillow.com/homedetails/3445-Lower-Honoapiilani-Rd-644-Lahaina-HI-96761/80331966_zpid/,Condo for sale,"$329,000.00",1 bd,1 ba,717 sqft
"3823 Lower Honoapiilani Rd APT 205, Lahaina, HI 96761",https://www.zillow.com/homedetails/3823-Lower-Honoapiilani-Rd-APT-205-Lahaina-HI-96761/71764730_zpid/,Condo for sale,"$439,000.00",1 bd,1 ba,558 sqft
"51 Kulalani Cir, Kula, HI 96790",https://www.zillow.com/homedetails/51-Kulalani-Cir-Kula-HI-96790/736052_zpid/,House for sale,"$775,000.00",3 bds,2.5 ba,800 sqft
"182 Iliwai Loop, Kihei, HI 96753",https://www.zillow.com/homedetails/182-Iliwai-Loop-Kihei-HI-96753/755774_zpid/,House for sale,"$965,000.00",3 bds,2 ba,"1,392 sqft"
"180 Ainakula Rd, Kula, HI 96790",https://www.zillow.com/homedetails/180-Ainakula-Rd-Kula-HI-96790/736044_zpid/,House for sale,"$825,000.00",1 bd,1 ba,548 sqft
"906 Wailupe Dr, Wailuku, HI 96793",https://www.zillow.com/homedetails/906-Wailupe-Dr-Wailuku-HI-96793/743781_zpid/,House for sale,"$1,035,000.00",4 bds,3 ba,"2,367 sqft"
"2747 S Kihei Rd APT B001, Kihei, HI 96753",https://www.zillow.com/homedetails/2747-S-Kihei-Rd-APT-B001-Kihei-HI-96753/71763081_zpid/,Condo for sale,"$378,000.00",2 bds,2 ba,698 sqft
"495 Liholiho St APT 104, Wailuku, HI 96793",https://www.zillow.com/homedetails/495-Liholiho-St-APT-104-Wailuku-HI-96793/71761693_zpid/,Condo for sale,"$299,900.00",2 bds,1.5 ba,724 sqft
"1565 Kuuipo St #46, Lahaina, HI 96761",https://www.zillow.com/homedetails/1565-Kuuipo-St-46-Lahaina-HI-96761/2077786683_zpid/,House for sale,"$1,175,000.00",5 bds,5 ba,"4,754 sqft"
"52-3 Hoolei Cir #A3, Kihei, HI 96753",https://www.zillow.com/homedetails/52-3-Hoolei-Cir-A3-Kihei-HI-96753/2077787603_zpid/,Condo for sale,"$3,980,000.00",3 bds,4 ba,"2,619 sqft"
"265 S Kihei Rd, Kihei, HI 96753",https://www.zillow.com/homedetails/265-S-Kihei-Rd-Kihei-HI-96753/249327847_zpid/,House for sale,"$1,100,000.00",3 bds,2 ba,855 sqft
"265 S Kihei Rd #A, Kihei, HI 96753",https://www.zillow.com/homedetails/265-S-Kihei-Rd-A-Kihei-HI-96753/249329644_zpid/,House for sale,"$1,100,000.00",3 bds,2 ba,855 sqft
"3150 Wailea Alanui Dr APT 2405, Wailea, HI 96753",https://www.zillow.com/homedetails/3150-Wailea-Alanui-Dr-APT-2405-Wailea-HI-96753/71760550_zpid/,Condo for sale,"$819,000.00",2 bds,2 ba,"1,194 sqft"
"4007 Lower Honoapiilani Rd APT 101, Lahaina, HI 96761",https://www.zillow.com/homedetails/4007-Lower-Honoapiilani-Rd-APT-101-Lahaina-HI-96761/71764798_zpid/,Condo for sale,"$1,095,000.00",2 bds,2 ba,"1,159 sqft"
"132 Hoohui Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/132-Hoohui-Rd-Lahaina-HI-96761/757891_zpid/,House for sale,"$968,000.00",3 bds,2.5 ba,"1,497 sqft"
"4325 E Waiola Loop, Kihei, HI 96753",https://www.zillow.com/homedetails/4325-E-Waiola-Loop-Kihei-HI-96753/734679_zpid/,House for sale,"$2,950,000.00",4 bds,5 ba,"3,169 sqft"
"220 Hauoli St, Wailuku, HI 96793",https://www.zillow.com/homedetails/220-Hauoli-St-Wailuku-HI-96793/2092678425_zpid/,Lot / Land for sale,"$4,900,000.00",0.92 acres lot,,
"17 Makakehau Rd #M3, Wailea, HI 96753",https://www.zillow.com/homedetails/17-Makakehau-Rd-M3-Wailea-HI-96753/120286536_zpid/,Condo for sale,"$3,595,000.00",3 bds,3.5 ba,"2,619 sqft"
"2135 S Kihei Rd APT 206, Kihei, HI 96753",https://www.zillow.com/homedetails/2135-S-Kihei-Rd-APT-206-Kihei-HI-96753/753835_zpid/,Condo for sale,"$345,000.00",1 bd,1 ba,556 sqft
"940 S Kihei Rd #207C, Kihei, HI 96753",https://www.zillow.com/homedetails/940-S-Kihei-Rd-207C-Kihei-HI-96753/71762188_zpid/,For sale by owner,"$515,000.00",1 bd,1 ba,630 sqft
"1821 Haiku Rd #B, Haiku, HI 96708",https://www.zillow.com/homedetails/1821-Haiku-Rd-B-Haiku-HI-96708/300179691_zpid/,House for sale,"$1,149,000.00",4 bds,3 ba,"3,098 sqft"
"4365 Lower Honoapiilani Rd #703, Lahaina, HI 96761",https://www.zillow.com/homedetails/4365-Lower-Honoapiilani-Rd-703-Lahaina-HI-96761/71764922_zpid/,Condo for sale,"$365,000.00",Studio,1 ba,431 sqft
"45 Kupaoa St #3, Makawao, HI 96768",https://www.zillow.com/homedetails/45-Kupaoa-St-3-Makawao-HI-96768/2077801234_zpid/,Lot / Land for sale,"$682,500.00",0.27 acres lot,,
"15 Kulanihakoi St APT 17A, Kihei, HI 96753",https://www.zillow.com/homedetails/15-Kulanihakoi-St-APT-17A-Kihei-HI-96753/71764066_zpid/,Condo for sale,"$448,800.00",3 bds,2 ba,932 sqft
"141 Kahana Nui Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/141-Kahana-Nui-Rd-Lahaina-HI-96761/757792_zpid/,House for sale,"$1,550,000.00",4 bds,3 ba,"2,724 sqft"
"4400 Makena Rd #709, Kihei, HI 96753",https://www.zillow.com/homedetails/4400-Makena-Rd-709-Kihei-HI-96753/2077801468_zpid/,Condo for sale,"$2,696,000.00",2 bds,2 ba,"1,239 sqft"
"495 Liholiho St APT 104, Wailuku, HI 96793",https://www.zillow.com/homedetails/495-Liholiho-St-APT-104-Wailuku-HI-96793/71761693_zpid/,Condo for sale,"$299,900.00",2 bds,1.5 ba,724 sqft
"157 Ipukula Way, Lahaina, HI 96761",https://www.zillow.com/homedetails/157-Ipukula-Way-Lahaina-HI-96761/759870_zpid/,House for sale,"$865,000.00",1 bd,1 ba,"1,168 sqft"
"4007 Lower Honoapiilani Rd APT 101, Lahaina, HI 96761",https://www.zillow.com/homedetails/4007-Lower-Honoapiilani-Rd-APT-101-Lahaina-HI-96761/71764798_zpid/,Condo for sale,"$1,095,000.00",2 bds,2 ba,"1,159 sqft"
"265 S Kihei Rd, Kihei, HI 96753",https://www.zillow.com/homedetails/265-S-Kihei-Rd-Kihei-HI-96753/249327847_zpid/,House for sale,"$1,100,000.00",3 bds,2 ba,855 sqft
"114 Ahekolo St, Kihei, HI 96753",https://www.zillow.com/homedetails/114-Ahekolo-St-Kihei-HI-96753/65287393_zpid/,House for sale,"$1,649,500.00",3 bds,4 ba,"2,814 sqft"
"52 Lau Niu Way #A, Lahaina, HI 96761",https://www.zillow.com/homedetails/52-Lau-Niu-Way-A-Lahaina-HI-96761/82524489_zpid/,House for sale,"$3,300,000.00",3 bds,2 ba,"1,206 sqft"
"395 Wekiu Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/395-Wekiu-Pl-Lahaina-HI-96761/65281866_zpid/,House for sale,"$2,295,000.00",4 bds,3.5 ba,"3,850 sqft"
"4557 Makena Rd, Kihei, HI 96753",https://www.zillow.com/homedetails/4557-Makena-Rd-Kihei-HI-96753/300179192_zpid/,House for sale,"$23,000,000.00",5 bds,5 ba,"5,882 sqft"
"180 Ainakula Rd, Kula, HI 96790",https://www.zillow.com/homedetails/180-Ainakula-Rd-Kula-HI-96790/736044_zpid/,House for sale,"$825,000.00",1 bd,1 ba,548 sqft
"2747 S Kihei Rd APT I101, Kihei, HI 96753",https://www.zillow.com/homedetails/2747-S-Kihei-Rd-APT-I101-Kihei-HI-96753/147826427_zpid/,Condo for sale,"$400,000.00",3 bds,2 ba,"1,035 sqft"
"1010 Front St APT A101, Lahaina, HI 96761",https://www.zillow.com/homedetails/1010-Front-St-APT-A101-Lahaina-HI-96761/71766300_zpid/,Condo for sale,"$339,000.00",2 bds,2 ba,800 sqft
"3445 Lower Honoapiilani Rd #644, Lahaina, HI 96761",https://www.zillow.com/homedetails/3445-Lower-Honoapiilani-Rd-644-Lahaina-HI-96761/80331966_zpid/,Condo for sale,"$329,000.00",1 bd,1 ba,717 sqft
"3543 Lower Honoapiilani Rd #D403, Lahaina, HI 96761",https://www.zillow.com/homedetails/3543-Lower-Honoapiilani-Rd-D403-Lahaina-HI-96761/80331526_zpid/,Condo for sale,"$620,000.00",3 bds,3 ba,"1,145 sqft"
"70 Aliilani Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/70-Aliilani-Pl-Kihei-HI-96753/755152_zpid/,Foreclosure,"$524,900.00",2 bds,2 ba,864 sqft
"4325 E Waiola Loop, Kihei, HI 96753",https://www.zillow.com/homedetails/4325-E-Waiola-Loop-Kihei-HI-96753/734679_zpid/,House for sale,"$2,950,000.00",4 bds,5 ba,"3,169 sqft"
"1002 S Kihei Rd APT 102, Kihei, HI 96753",https://www.zillow.com/homedetails/1002-S-Kihei-Rd-APT-102-Kihei-HI-96753/752403_zpid/,Condo for sale,"$339,000.00",1 bd,1 ba,680 sqft
"11 Kahoea Pl, Kula, HI 96790",https://www.zillow.com/homedetails/11-Kahoea-Pl-Kula-HI-96790/300179285_zpid/,Auction,"Est. $1,131,536",5 bds,4 ba,"3,388 sqft"
"36 Palena Pl, Kula, HI 96790",https://www.zillow.com/homedetails/36-Palena-Pl-Kula-HI-96790/249327431_zpid/,For sale by owner,"$1,150,000.00",3 bds,2 ba,"2,136 sqft"
"32 Kuuhale Pl, Kahului, HI 96732",https://www.zillow.com/homedetails/32-Kuuhale-Pl-Kahului-HI-96732/51316299_zpid/,House for sale,"$729,000.00",3 bds,2.5 ba,"1,814 sqft"
"219 Niihau St, Kahului, HI 96732",https://www.zillow.com/homedetails/219-Niihau-St-Kahului-HI-96732/748472_zpid/,House for sale,"$765,000.00",4 bds,2.5 ba,"1,894 sqft"
"71 Mano Dr, Kula, HI 96790",https://www.zillow.com/homedetails/71-Mano-Dr-Kula-HI-96790/736722_zpid/,House for sale,"$895,000.00",3 bds,2 ba,"2,130 sqft"
"940 S Kihei Rd #207C, Kihei, HI 96753",https://www.zillow.com/homedetails/940-S-Kihei-Rd-207C-Kihei-HI-96753/71762188_zpid/,For sale by owner,"$515,000.00",1 bd,1 ba,630 sqft
"2653 S Kihei Rd APT 107, Kihei, HI 96753",https://www.zillow.com/homedetails/2653-S-Kihei-Rd-APT-107-Kihei-HI-96753/80328484_zpid/,Condo for sale,"$685,000.00",2 bds,2 ba,890 sqft
"77 Palekana St LOT 98, Paia, HI 96779",https://www.zillow.com/homedetails/77-Palekana-St-LOT-98-Paia-HI-96779/2079000876_zpid/,House for sale,"$689,500.00",4 bds,2.5 ba,"1,296 sqft"
"1421 Front St, Lahaina, HI 96761",https://www.zillow.com/homedetails/1421-Front-St-Lahaina-HI-96761/300180353_zpid/,House for sale,"$5,995,000.00",4 bds,3.5 ba,"3,726 sqft"
"15 Kulanihakoi St APT 17A, Kihei, HI 96753",https://www.zillow.com/homedetails/15-Kulanihakoi-St-APT-17A-Kihei-HI-96753/71764066_zpid/,Condo for sale,"$448,800.00",3 bds,2 ba,932 sqft
"2390 Piiholo Rd, Makawao, HI 96768",https://www.zillow.com/homedetails/2390-Piiholo-Rd-Makawao-HI-96768/2090841573_zpid/,For sale by owner,"$875,000.00",2 bds,2 ba,800 sqft
"3676 Lower Honoapiilani Rd APT B301, Lahaina, HI 96761",https://www.zillow.com/homedetails/3676-Lower-Honoapiilani-Rd-APT-B301-Lahaina-HI-96761/757993_zpid/,Condo for sale,"$145,000.00",2 bds,1 ba,658 sqft
"6291 Honoapiilani Hwy, Lahaina, HI 96761",https://www.zillow.com/homedetails/6291-Honoapiilani-Hwy-Lahaina-HI-96761/88919601_zpid/,House for sale,"$9,900,000.00",4 bds,4.5 ba,"4,351 sqft"
"2747 S Kihei Rd APT A108, Kihei, HI 96753",https://www.zillow.com/homedetails/2747-S-Kihei-Rd-APT-A108-Kihei-HI-96753/71763066_zpid/,Condo for sale,"$460,000.00",2 bds,2 ba,719 sqft
"1401 Ainakea Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/1401-Ainakea-Rd-Lahaina-HI-96761/759428_zpid/,House for sale,"$649,000.00",3 bds,1 ba,808 sqft
"6 Orchid Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/6-Orchid-Pl-Lahaina-HI-96761/757942_zpid/,House for sale,"$953,999.00",3 bds,2 ba,"1,468 sqft"
"265 S Kihei Rd #A, Kihei, HI 96753",https://www.zillow.com/homedetails/265-S-Kihei-Rd-A-Kihei-HI-96753/249329644_zpid/,House for sale,"$1,100,000.00",3 bds,2 ba,855 sqft
"107 Poinciana Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/107-Poinciana-Rd-Lahaina-HI-96761/757790_zpid/,House for sale,"$1,098,000.00",3 bds,2 ba,"2,630 sqft"
"1942 North St, Wailuku, HI 96793",https://www.zillow.com/homedetails/1942-North-St-Wailuku-HI-96793/745147_zpid/,For sale by owner,"$368,000.00",3 bds,1 ba,790 sqft
"52-3 Hoolei Cir #A3, Kihei, HI 96753",https://www.zillow.com/homedetails/52-3-Hoolei-Cir-A3-Kihei-HI-96753/2077787603_zpid/,Condo for sale,"$3,980,000.00",3 bds,4 ba,"2,619 sqft"
"3785 Lower Honoapiilani Rd APT 214, Lahaina, HI 96761",https://www.zillow.com/homedetails/3785-Lower-Honoapiilani-Rd-APT-214-Lahaina-HI-96761/756881_zpid/,For sale by owner,"$539,000.00",1 bd,1 ba,598 sqft
"252 Kaihoi St, Kihei, HI 96753",https://www.zillow.com/homedetails/252-Kaihoi-St-Kihei-HI-96753/751934_zpid/,House for sale,"$721,500.00",5 bds,2 ba,"2,236 sqft"
"96 Kawailani Cir, Kihei, HI 96753",https://www.zillow.com/homedetails/96-Kawailani-Cir-Kihei-HI-96753/58765869_zpid/,House for sale,"$749,000.00",3 bds,2 ba,"1,478 sqft"
"33 N Piki Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/33-N-Piki-Pl-Lahaina-HI-96761/758425_zpid/,Foreclosure,"$1,150,000.00",3 bds,3 ba,"2,916 sqft"
"55 E Waipuilani Rd, Kihei, HI 96753",https://www.zillow.com/homedetails/55-E-Waipuilani-Rd-Kihei-HI-96753/2078450984_zpid/,House for sale,"$759,000.00",7 bds,4 ba,"2,947 sqft"
"252 Kaihoi St, Kihei, HI 96753",https://www.zillow.com/homedetails/252-Kaihoi-St-Kihei-HI-96753/751934_zpid/,House for sale,"$721,500.00",5 bds,2 ba,"2,236 sqft"
"33 N Piki Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/33-N-Piki-Pl-Lahaina-HI-96761/758425_zpid/,Foreclosure,"$1,150,000.00",3 bds,3 ba,"2,916 sqft"
"141 Kahana Nui Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/141-Kahana-Nui-Rd-Lahaina-HI-96761/757792_zpid/,House for sale,"$1,550,000.00",4 bds,3 ba,"2,724 sqft"
"3823 Lower Honoapiilani Rd APT 205, Lahaina, HI 96761",https://www.zillow.com/homedetails/3823-Lower-Honoapiilani-Rd-APT-205-Lahaina-HI-96761/71764730_zpid/,Condo for sale,"$439,000.00",1 bd,1 ba,558 sqft
"56 Laukahi St, Kihei, HI 96753",https://www.zillow.com/homedetails/56-Laukahi-St-Kihei-HI-96753/82523125_zpid/,House for sale,"$1,299,000.00",5 bds,4 ba,"2,707 sqft"
"14300 Hana Hwy, Hana, HI 96708",https://www.zillow.com/homedetails/14300-Hana-Hwy-Hana-HI-96708/733472_zpid/,House for sale,"$550,000.00",5 bds,1 ba,"1,946 sqft"
"11485 Honoapiilani Hwy, Lahaina, HI 96761",https://www.zillow.com/homedetails/11485-Honoapiilani-Hwy-Lahaina-HI-96761/2086769327_zpid/,House for sale,"$9,395,000.00",4 bds,5.5 ba,"6,065 sqft"
"3875 Lower Honoapiilani Rd APT B304, Lahaina, HI 96761",https://www.zillow.com/homedetails/3875-Lower-Honoapiilani-Rd-APT-B304-Lahaina-HI-96761/80330444_zpid/,Condo for sale,"$349,000.00",1 bd,1 ba,799 sqft
"742 Paloma St, Wailuku, HI 96793",https://www.zillow.com/homedetails/742-Paloma-St-Wailuku-HI-96793/743417_zpid/,House for sale,"$650,000.00",3 bds,2 ba,"1,588 sqft"
"497 Mililani Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/497-Mililani-Pl-Kihei-HI-96753/734145_zpid/,House for sale,"$1,670,333.00",5 bds,3 ba,"3,265 sqft"
"645 Olinda Rd, Makawao, HI 96768",https://www.zillow.com/homedetails/645-Olinda-Rd-Makawao-HI-96768/2077814049_zpid/,Lot / Land for sale,"$695,000.00",7.63 acres lot,,
"166 Halelo St, Lahaina, HI 96761",https://www.zillow.com/homedetails/166-Halelo-St-Lahaina-HI-96761/758356_zpid/,House for sale,"$1,369,000.00",3 bds,4 ba,"1,967 sqft"
"317 Haulani St, Makawao, HI 96768",https://www.zillow.com/homedetails/317-Haulani-St-Makawao-HI-96768/124753194_zpid/,House for sale,"$937,000.00",4 bds,4.5 ba,"1,512 sqft"
"2717 Panepoo St, Kihei, HI 96753",https://www.zillow.com/homedetails/2717-Panepoo-St-Kihei-HI-96753/755219_zpid/,House for sale,"$865,000.00",4 bds,2 ba,"1,624 sqft"
"60 Kihalani #1007, Kihei, HI 96753",https://www.zillow.com/homedetails/60-Kihalani-1007-Kihei-HI-96753/2089105540_zpid/,Condo for sale,"$487,000.00",3 bds,2 ba,"1,022 sqft"
"1034 Front St APT 224, Lahaina, HI 96761",https://www.zillow.com/homedetails/1034-Front-St-APT-224-Lahaina-HI-96761/758665_zpid/,Foreclosure,"$184,900.00",1 bd,1 ba,538 sqft
